"SAMPLEID","STATIONID","COLLDATE","TAXAID","N_TAXA","FFG","HABIT","BCG_ATTR","TOLVAL","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","FAMILY","SUBFAMILY","TRIBE","GENUS","INDEX_NAME","INDEX_CLASS","EXCLUDE"
"Samp9237","FW08NM023","5/20/2009","Tubificidae",6,"CG","BU",5,10,"Annelida","","Oligochaeta","Oligochaeta","Haplotaxida","Tubificidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Prostoma",1,"PR","",4,6,"Nemertea","","Enopla","","Hoplonemertea","Tetrastemmatidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Baetidae",1,"CG","SW",4,4,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9237","FW08NM023","5/20/2009","Fallceon",1,"CG","SW",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Caenidae",4,"CG","SP",NA,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Calopterygidae",1,"PR","CB",4,5,"Arthropoda","","Insecta","","Odonata","Calopterygidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9237","FW08NM023","5/20/2009","Hetaerina",1,"PR","CB",4,6,"Arthropoda","","Insecta","","Odonata","Calopterygidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Ceratopogonidae",2,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9237","FW08NM023","5/20/2009","Ceratopogoninae",1,"PR","BU",4,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Ceratopogoninae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Ablabesmyia",8,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Chernovskiia",1,"","",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Chironomus",2,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Cladotanytarsus",2,"CF","CB",3,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Cricotopus/orthocladius",12,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Dicrotendipes",20,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Gillotia",3,"","BU",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Lopescladius",16,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Paracladopelma",1,"CG","SP",4,7,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Parakiefferiella",1,"CG","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Saetheria",1,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Tanytarsus",36,"CG","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Thienemannimyia genus gr.",15,"","",4,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Dytiscidae",1,"PR","CB",4,5,"Arthropoda","","Insecta","","Coleoptera","Dytiscidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Gomphidae",10,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9237","FW08NM023","5/20/2009","Ophiogomphus",1,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Progomphus",2,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9237","FW08NM023","5/20/2009","Tricorythodes",7,"CG","SP",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Cercobrachys",4,"","",4,NA,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9243","FW08OK005","7/28/2009","Gillotia",10,"","BU",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Polypedilum",1,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Pseudochironomus",2,"CG","BU",4,5,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Robackia",2,"CG","BU",4,2,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Tanypus",26,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Tanytarsus",2,"CG","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Progomphus",1,"PR","BU",4,3,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9243","FW08OK005","7/28/2009","Homoeoneuria",4,"CF;CG","BU",2,2,"Arthropoda","","Insecta","","Ephemeroptera","Oligoneuriidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Caenis",42,"CG","SP",4,7,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Ablabesmyia",2,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Chironomidae",3,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9244","FW08OK011","7/15/2008","Chironomus",3,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Dicrotendipes",7,"CF","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Saetheria",2,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Argia",1,"PR","CN",4,7,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Helichus",1,"SH","CN",3,5,"Arthropoda","","Insecta","","Coleoptera","Dryopidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Dubiraphia",1,"CG","CN",4,4,"Arthropoda","","Insecta","","Coleoptera","Elmidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Stenelmis",2,"SC","CN",4,7,"Arthropoda","","Insecta","","Coleoptera","Elmidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Gomphidae",1,"PR","BU",4,1,"Arthropoda","","Insecta","","Odonata","Gomphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Heptageniidae",2,"SC","CN",3,4,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Hydropsyche",3,"CF","CN",4,4,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","Hydropsychinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Nectopsyche",18,"SH","CB",4,3,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","Leptocerinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Oecetis",3,"PR","CN",4,8,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","Leptocerinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9244","FW08OK011","7/15/2008","Tricorythodes",8,"CG","SP",4,5,"Arthropoda","","Insecta","","Ephemeroptera","Leptohyphidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Argulus",1,"","",NA,NA,"Arthropoda","Crustacea","Maxillopoda","","Arguloida","Argulidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9246","FW08OK056","6/15/2009","Cricotopus/orthocladius",1,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Gillotia",2,"","BU",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Paratendipes",1,"CG","BU",4,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Polypedilum",1,"SH","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Tanytarsus",1,"CG","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Berosus",1,"CG","SW",4,5,"Arthropoda","","Insecta","","Coleoptera","Hydrophilidae","Berosinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9246","FW08OK056","6/15/2009","Homoeoneuria",2,"CF;CG","BU",2,2,"Arthropoda","","Insecta","","Ephemeroptera","Oligoneuriidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9247","FW08TX052","7/9/2009","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9247","FW08TX052","7/9/2009","Larsia",1,"PR","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9247","FW08TX052","7/9/2009","Cheumatopsyche",1,"CF","CN",4,5,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","Hydropsychinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Cercobrachys",1,"","",4,NA,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Dasyhelea",40,"CG","SP",5,6,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","Dasyheleinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Chironomidae",1,"CG","BU",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",TRUE
"Samp9248","FW08TX065","6/23/2009","Chironomus",11,"CG","BU",5,10,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Gillotia",3,"","BU",NA,NA,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Lopescladius",6,"SH","SP",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Orthocladiinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Tanypus",37,"PR","SP",5,8,"Arthropoda","","Insecta","","Diptera","Chironomidae","Tanypodinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Tanytarsus",1,"CG","CB",4,6,"Arthropoda","","Insecta","","Diptera","Chironomidae","Chironominae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
"Samp9248","FW08TX065","6/23/2009","Hydroptila",1,"SC","CN",4,6,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","Hydroptilinae",NA,NA,"NM_Bugs_BCG","SandyBottomRivers",FALSE
